Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0060292,long-term synaptic depression,19_GO:0048519 negative regulation of biological process,-2.9,4.8,4.4,27994,31,1122,6,0.53,0.22,134|2185|3745|4137|23237|57537,ADORA1|PTK2B|KCNB1|MAPT|ARC|SORCS2,-2.3,20
GO Biological Processes,19,GO:0090075,relaxation of muscle,19_GO:0032501 multicellular organismal process,-2.9,4.8,4.4,27994,31,1122,6,0.53,0.22,134|477|3778|4762|140947|497189,ADORA1|ATP1A2|KCNMA1|NEUROG1|DCANP1|TIFAB,-2.3,20
KEGG Pathway,24,hsa04550,Signaling pathways regulating pluripotency of stem cells,,-2.9,2.4,3.7,27994,153,1122,15,1.3,0.34,1852|2103|3625|3718|4762|4838|7473|7475|7477|7481|7484|9421|54361|80326|80712,DUSP9|ESRRB|INHBB|JAK3|NEUROG1|NODAL|WNT3|WNT6|WNT7B|WNT11|WNT9B|HAND1|WNT4|WNT10A|ESX1,-2.3,20
GO Biological Processes,19,GO:0051602,response to electrical stimulus,19_GO:0050896 response to stimulus,-2.9,4.2,4.2,27994,42,1122,7,0.62,0.24,1917|4656|4761|4914|7054|10804|84676,EEF1A2|MYOG|NEUROD2|NTRK1|TH|GJB6|TRIM63,-2.3,20
GO Biological Processes,19,GO:0001709,cell fate determination,19_GO:0032502 developmental process,-2.9,4.2,4.2,27994,42,1122,7,0.62,0.24,4654|5076|10660|28514|55897|57453|89870,MYOD1|PAX2|LBX1|DLL1|MESP1|DSCAML1|TRIM15,-2.3,20
GO Biological Processes,19,GO:0051590,positive regulation of neurotransmitter transport,19_GO:0048518 positive regulation of biological process,-2.9,4.2,4.2,27994,42,1122,7,0.62,0.24,776|1813|6529|7200|8862|9066|23025,CACNA1D|DRD2|SLC6A1|TRH|APLN|SYT7|UNC13A,-2.3,20
GO Biological Processes,19,GO:0090278,negative regulation of peptide hormone secretion,19_GO:0048519 negative regulation of biological process,-2.9,4.2,4.2,27994,42,1122,7,0.62,0.24,1813|3625|3745|3767|3952|8997|338557,DRD2|INHBB|KCNB1|KCNJ11|LEP|KALRN|FFAR4,-2.3,20
GO Biological Processes,19,GO:0051251,positive regulation of lymphocyte activation,19_GO:0002376 immune system process,-2.9,1.9,3.4,27994,357,1122,27,2.4,0.46,861|864|923|958|1947|1960|3071|3481|3543|3549|3594|3635|3707|3718|3952|5105|5590|7704|9402|10148|23308|30009|30835|54440|84433|729230|100423062,RUNX1|RUNX3|CD6|CD40|EFNB1|EGR3|NCKAP1L|IGF2|IGLL1|IHH|IL12RB1|INPP5D|ITPKB|JAK3|LEP|PCK1|PRKCZ|ZBTB16|GRAP2|EBI3|ICOSLG|TBX21|CD209|SASH3|CARD11|CCR2|IGLL5,-2.3,20
GO Biological Processes,19,GO:0090087,regulation of peptide transport,19_GO:0051179 localization,-2.9,1.6,3.3,27994,679,1122,44,3.9,0.58,111|134|152|247|776|958|999|1813|2850|2867|2922|3172|3625|3630|3741|3745|3767|3952|3993|4843|5127|5319|5590|5950|6376|6755|6833|7100|7200|7545|7849|8862|8997|9066|9254|9478|9619|10075|26056|79778|80725|164153|338557|399687,ADCY5|ADORA1|ADRA2C|ALOX15B|CACNA1D|CD40|CDH1|DRD2|GPR27|FFAR2|GRP|HNF4A|INHBB|INS|KCNA5|KCNB1|KCNJ11|LEP|LLGL2|NOS2|CDK16|PLA2G1B|PRKCZ|RBP4|CX3CL1|SSTR5|ABCC8|TLR5|TRH|ZIC1|PAX8|APLN|KALRN|SYT7|CACNA2D2|CABP1|ABCG1|HUWE1|RAB11FIP5|MICALL2|SRCIN1|UBL4B|FFAR4|MYO18A,-2.3,20
GO Biological Processes,19,GO:0032757,positive regulation of interleukin-8 production,19_GO:0048518 positive regulation of biological process,-2.9,3.7,4.1,27994,54,1122,8,0.71,0.25,965|2219|2658|2867|3929|7100|10394|84632,CD58|FCN1|GDF2|FFAR2|LBP|TLR5|PRG3|AFAP1L2,-2.3,20
KEGG Pathway,24,hsa04913,Ovarian steroidogenesis,,-2.9,3.7,4.1,27994,54,1122,8,0.71,0.25,111|1543|1583|1588|3630|123745|255189|283748,ADCY5|CYP1A1|CYP11A1|CYP19A1|INS|PLA2G4E|PLA2G4F|PLA2G4D,-2.3,20
Canonical Pathways,11,M223,PID BETA CATENIN NUC PATHWAY,,-2.9,3.1,3.9,27994,80,1122,10,0.89,0.28,999|2249|3848|4318|4656|4762|6932|8913|9968|23145,CDH1|FGF4|KRT1|MMP9|MYOG|NEUROG1|TCF7|CACNA1G|MED12|SSPOP,-2.3,20
GO Biological Processes,19,GO:0072182,regulation of nephron tubule epithelial cell differentiation,19_GO:0032502 developmental process,-2.9,7.7,4.9,27994,13,1122,4,0.36,0.18,3975|5076|7849|8842,LHX1|PAX2|PAX8|PROM1,-2.3,20
GO Biological Processes,19,GO:0042635,positive regulation of hair cycle,19_GO:0048518 positive regulation of biological process,-2.9,7.7,4.9,27994,13,1122,4,0.36,0.18,3872|4488|8456|51083,KRT17|MSX2|FOXN1|GAL,-2.3,20
GO Biological Processes,19,GO:0001973,adenosine receptor signaling pathway,19_GO:0023052 signaling,-2.9,7.7,4.9,27994,13,1122,4,0.36,0.18,111|134|6900|54550,ADCY5|ADORA1|CNTN2|NECAB2,-2.3,20
GO Biological Processes,19,GO:0001678,cellular glucose homeostasis,19_GO:0065007 biological regulation,-2.9,2.4,3.6,27994,154,1122,15,1.3,0.34,111|2626|2850|2901|3101|3745|3767|4804|5076|5105|5127|7054|10804|26056|51085,ADCY5|GATA4|GPR27|GRIK5|HK3|KCNB1|KCNJ11|NGFR|PAX2|PCK1|CDK16|TH|GJB6|RAB11FIP5|MLXIPL,-2.3,20
GO Biological Processes,19,GO:0007156,homophilic cell adhesion via plasma membrane adhesion molecules,19_GO:0022610 biological adhesion,-2.9,2.3,3.6,27994,170,1122,16,1.4,0.35,999|1001|1003|3897|5175|5979|6900|9620|22997|54549|57453|64072|64221|64405|91156|128434,CDH1|CDH3|CDH5|L1CAM|PECAM1|RET|CNTN2|CELSR1|IGSF9B|SDK2|DSCAML1|CDH23|ROBO3|CDH22|IGFN1|VSTM2L,-2.3,20
GO Biological Processes,19,GO:0045444,fat cell differentiation,19_GO:0032502 developmental process,-2.9,2.1,3.5,27994,236,1122,20,1.8,0.4,1050|2662|2867|3625|3630|3952|4488|6097|7704|8291|9935|27120|30812|59344|63976|84498|149685|201501|338557|392255,CEBPA|GDF10|FFAR2|INHBB|INS|LEP|MSX2|RORC|ZBTB16|DYSF|MAFB|DKKL1|SOX8|ALOXE3|PRDM16|FAM120B|ADIG|ZBTB7C|FFAR4|GDF6,-2.3,20
GO Biological Processes,19,GO:0002688,regulation of leukocyte chemotaxis,19_GO:0040011 locomotion,-2.8,2.6,3.7,27994,124,1122,13,1.2,0.32,1588|1907|2155|2185|3071|3579|3929|8291|9547|11240|23604|646960|729230,CYP19A1|EDN2|F7|PTK2B|NCKAP1L|CXCR2|LBP|DYSF|CXCL14|PADI2|DAPK2|PRSS56|CCR2,-2.3,20
GO Biological Processes,19,GO:0030509,BMP signaling pathway,19_GO:0023052 signaling,-2.8,2.4,3.6,27994,155,1122,15,1.3,0.34,656|1003|2626|2658|4487|4488|4838|5046|6425|8646|23090|164656|286204|392255|494470,BMP8B|CDH5|GATA4|GDF2|MSX1|MSX2|NODAL|PCSK6|SFRP5|CHRD|ZNF423|TMPRSS6|CRB2|GDF6|RNF165,-2.3,20
GO Biological Processes,19,GO:0003073,regulation of systemic arterial blood pressure,19_GO:0032501 multicellular organismal process,-2.8,2.9,3.8,27994,95,1122,11,0.98,0.29,134|155|553|554|1813|1907|4846|6518|7137|57835|89797,ADORA1|ADRB3|AVPR1B|AVPR2|DRD2|EDN2|NOS3|SLC2A5|TNNI3|SLC4A5|NAV2,-2.3,20
GO Biological Processes,19,GO:0014888,striated muscle adaptation,19_GO:0032501 multicellular organismal process,-2.8,3.6,4,27994,55,1122,8,0.71,0.25,816|4624|4625|4654|4656|7138|84676|389827,CAMK2B|MYH6|MYH7|MYOD1|MYOG|TNNT1|TRIM63|MYMK,-2.3,20
KEGG Pathway,24,ko05217,Basal cell carcinoma,,-2.8,3.6,4,27994,55,1122,8,0.71,0.25,6932|7473|7475|7477|7481|7484|54361|80326,TCF7|WNT3|WNT6|WNT7B|WNT11|WNT9B|WNT4|WNT10A,-2.3,20
GO Biological Processes,19,GO:0050879,multicellular organismal movement,19_GO:0032501 multicellular organismal process,-2.8,3.6,4,27994,55,1122,8,0.71,0.25,844|1144|4625|6329|7136|7137|7138|7140,CASQ1|CHRND|MYH7|SCN4A|TNNI2|TNNI3|TNNT1|TNNT3,-2.3,20
GO Biological Processes,19,GO:0050881,musculoskeletal movement,19_GO:0032501 multicellular organismal process,-2.8,3.6,4,27994,55,1122,8,0.71,0.25,844|1144|4625|6329|7136|7137|7138|7140,CASQ1|CHRND|MYH7|SCN4A|TNNI2|TNNI3|TNNT1|TNNT3,-2.3,20
Reactome Gene Sets,6,R-HSA-991365,Activation of GABAB receptors,,-2.8,4.1,4.1,27994,43,1122,7,0.62,0.24,111|2774|2788|2793|3761|3768|10681,ADCY5|GNAL|GNG7|GNGT2|KCNJ4|KCNJ12|GNB5,-2.3,20
Reactome Gene Sets,6,R-HSA-977444,GABA B receptor activation,,-2.8,4.1,4.1,27994,43,1122,7,0.62,0.24,111|2774|2788|2793|3761|3768|10681,ADCY5|GNAL|GNG7|GNGT2|KCNJ4|KCNJ12|GNB5,-2.3,20
GO Biological Processes,19,GO:0006066,alcohol metabolic process,19_GO:0008152 metabolic process,-2.8,1.8,3.4,27994,379,1122,28,2.5,0.47,20|117|553|1050|1543|1544|1583|1621|1717|2053|2185|3635|3707|3952|4952|5105|5745|5950|6569|6652|8291|8912|9619|10858|54361|64788|84532|151056,ABCA2|ADCYAP1R1|AVPR1B|CEBPA|CYP1A1|CYP1A2|CYP11A1|DBH|DHCR7|EPHX2|PTK2B|INPP5D|ITPKB|LEP|OCRL|PCK1|PTH1R|RBP4|SLC34A1|SORD|DYSF|CACNA1H|ABCG1|CYP46A1|WNT4|LMF1|ACSS1|PLB1,-2.3,20
GO Biological Processes,19,GO:0045745,positive regulation of G protein-coupled receptor signaling pathway,19_GO:0048518 positive regulation of biological process,-2.8,4.7,4.3,27994,32,1122,6,0.53,0.22,1813|2253|2850|2922|6900|54550,DRD2|FGF8|GPR27|GRP|CNTN2|NECAB2,-2.3,20
GO Biological Processes,19,GO:0003176,aortic valve development,19_GO:0032502 developmental process,-2.8,4.7,4.3,27994,32,1122,6,0.53,0.22,1942|2626|4772|4846|26508|140628,EFNA1|GATA4|NFATC1|NOS3|HEYL|GATA5,-2.3,20
GO Biological Processes,19,GO:0003016,respiratory system process,19_GO:0032501 multicellular organismal process,-2.8,4.7,4.3,27994,32,1122,6,0.53,0.22,134|477|2324|6939|9427|54413,ADORA1|ATP1A2|FLT4|TCF15|ECEL1|NLGN3,-2.3,20
GO Biological Processes,19,GO:0086019,cell-cell signaling involved in cardiac conduction,19_GO:0023052 signaling,-2.8,4.7,4.3,27994,32,1122,6,0.53,0.22,776|3741|3784|6330|8913|10021,CACNA1D|KCNA5|KCNQ1|SCN4B|CACNA1G|HCN4,-2.3,20
GO Biological Processes,19,GO:0051968,"positive regulation of synaptic transmission, glutamatergic",19_GO:0048518 positive regulation of biological process,-2.8,4.7,4.3,27994,32,1122,6,0.53,0.22,2185|4914|10369|27092|54413|729230,PTK2B|NTRK1|CACNG2|CACNG4|NLGN3|CCR2,-2.3,20
GO Biological Processes,19,GO:0040014,regulation of multicellular organism growth,19_GO:0040007 growth,-2.8,3.3,3.9,27994,68,1122,9,0.8,0.27,1735|1813|2307|2688|3481|4880|6531|9254|57731,DIO3|DRD2|FOXS1|GH1|IGF2|NPPC|SLC6A3|CACNA2D2|SPTBN4,-2.2,20
GO Biological Processes,19,GO:0015696,ammonium transport,19_GO:0051179 localization,-2.8,2.7,3.7,27994,110,1122,12,1.1,0.31,1136|1813|3737|6531|6861|9066|10723|57127|90019|127833|148281|153328,CHRNA3|DRD2|KCNA2|SLC6A3|SYT5|SYT7|SLC12A7|RHBG|SYT8|SYT2|SYT6|SLC25A48,-2.2,20
KEGG Pathway,24,ko04630,Jak-STAT signaling pathway,,-2.8,2.4,3.6,27994,156,1122,15,1.3,0.34,1271|1442|1443|2688|2689|3560|3578|3594|3718|3952|7066|58985|163702|282616|282617,CNTFR|CSH1|CSH2|GH1|GH2|IL2RB|IL9|IL12RB1|JAK3|LEP|THPO|IL22RA1|IFNLR1|IFNL2|IFNL3,-2.2,20
KEGG Pathway,24,hsa04151,PI3K-Akt signaling pathway,,-2.8,1.8,3.4,27994,380,1122,28,2.5,0.47,1280|1442|1443|1942|1943|1944|2248|2249|2253|2322|2324|2688|2689|2788|2793|3481|3560|3630|3718|4804|4846|4914|5105|5522|7148|9965|10319|10681,2A1|CSH1|CSH2|EFNA1|EFNA2|EFNA3|FGF3|FGF4|FGF8|FLT3|FLT4|GH1|GH2|GNG7|GNGT2|IGF2|IL2RB|INS|JAK3|NGFR|NOS3|NTRK1|PCK1|PPP2R2C|TNXB|FGF19|LAMC3|GNB5,-2.2,20
GO Biological Processes,19,GO:1990138,neuron projection extension,19_GO:0040007 growth,-2.8,2.3,3.6,27994,172,1122,16,1.4,0.35,393|3897|4137|5590|6585|7473|8437|9355|10507|23025|54413|54437|57611|57699|65078|127833,ARHGAP4|L1CAM|MAPT|PRKCZ|SLIT1|WNT3|RASAL1|LHX2|SEMA4D|UNC13A|NLGN3|SEMA5B|ISLR2|CPNE5|RTN4R|SYT2,-2.2,20
GO Biological Processes,19,GO:0002690,positive regulation of leukocyte chemotaxis,19_GO:0040011 locomotion,-2.8,2.9,3.7,27994,96,1122,11,0.98,0.29,1907|2155|2185|3071|3579|3929|8291|9547|23604|646960|729230,EDN2|F7|PTK2B|NCKAP1L|CXCR2|LBP|DYSF|CXCL14|DAPK2|PRSS56|CCR2,-2.2,20
GO Biological Processes,19,GO:0009581,detection of external stimulus,19_GO:0050896 response to stimulus,-2.8,2.5,3.6,27994,141,1122,14,1.2,0.33,134|1258|2793|3000|4804|4914|5145|5146|7287|25861|54437|93589|222662|644168,ADORA1|CNGB1|GNGT2|GUCY2D|NGFR|NTRK1|PDE6A|PDE6C|TULP1|WHRN|SEMA5B|CACNA2D4|LHFPL5|DRGX,-2.2,20
KEGG Pathway,24,ko04973,Carbohydrate digestion and absorption,,-2.8,4,4,27994,44,1122,7,0.62,0.24,477|478|480|486|776|3101|6518,ATP1A2|ATP1A3|ATP1A4|FXYD2|CACNA1D|HK3|SLC2A5,-2.2,20
GO Biological Processes,19,GO:0010769,regulation of cell morphogenesis involved in differentiation,19_GO:0032502 developmental process,-2.8,1.9,3.4,27994,310,1122,24,2.1,0.43,393|547|816|1136|1942|2049|3897|4137|4804|5979|6900|7101|7473|8997|10507|10675|23105|23237|54413|54437|57611|65078|80725|84894,ARHGAP4|KIF1A|CAMK2B|CHRNA3|EFNA1|EPHB3|L1CAM|MAPT|NGFR|RET|CNTN2|NR2E1|WNT3|KALRN|SEMA4D|CSPG5|FSTL4|ARC|NLGN3|SEMA5B|ISLR2|RTN4R|SRCIN1|LINGO1,-2.2,20
GO Biological Processes,19,GO:0035710,"CD4-positive, alpha-beta T cell activation",19_GO:0002376 immune system process,-2.8,2.8,3.7,27994,97,1122,11,0.98,0.29,861|864|3071|3594|3662|3718|5590|6097|30009|54440|653499,RUNX1|RUNX3|NCKAP1L|IL12RB1|IRF4|JAK3|PRKCZ|RORC|TBX21|SASH3|LGALS7B,-2.2,20
GO Biological Processes,19,GO:0046394,carboxylic acid biosynthetic process,19_GO:0008152 metabolic process,-2.8,1.7,3.3,27994,476,1122,33,2.9,0.5,189|242|246|247|863|1463|1543|1544|1907|2053|2103|3101|3630|4656|5319|5354|5740|9104|9965|10394|10675|10858|23205|23225|51085|51422|59344|79152|84532|124975|137362|255189|283985,AGXT|ALOX12B|ALOX15|ALOX15B|CBFA2T3|NCAN|CYP1A1|CYP1A2|EDN2|EPHX2|ESRRB|HK3|INS|MYOG|PLA2G1B|PLP1|PTGIS|RGN|FGF19|PRG3|CSPG5|CYP46A1|ACSBG1|NUP210|MLXIPL|PRKAG2|ALOXE3|FA2H|ACSS1|GGT6|GOT1L1|PLA2G4F|FADS6,-2.2,20
GO Biological Processes,19,GO:0001659,temperature homeostasis,19_GO:0032501 multicellular organismal process,-2.8,2.3,3.5,27994,174,1122,16,1.4,0.35,134|155|1621|1813|1907|3226|3662|3952|8792|8862|10912|23090|63976|133522|338557|729230,ADORA1|ADRB3|DBH|DRD2|EDN2|HOXC10|IRF4|LEP|TNFRSF11A|APLN|GADD45G|ZNF423|PRDM16|PPARGC1B|FFAR4|CCR2,-2.2,20
GO Biological Processes,19,GO:0007519,skeletal muscle tissue development,19_GO:0032502 developmental process,-2.8,2.4,3.5,27994,158,1122,15,1.3,0.34,844|1144|3235|3236|4654|4656|4868|5079|5081|6899|9148|26508|28514|30812|85366,CASQ1|CHRND|HOXD9|HOXD10|MYOD1|MYOG|NPHS1|PAX5|PAX7|TBX1|NEURL1|HEYL|DLL1|SOX8|MYLK2,-2.2,20
GO Biological Processes,19,GO:0055067,monovalent inorganic cation homeostasis,19_GO:0065007 biological regulation,-2.8,2.4,3.5,27994,158,1122,15,1.3,0.34,134|477|478|480|554|1813|3741|3757|3778|6550|10723|57468|57835|64699|245973,ADORA1|ATP1A2|ATP1A3|ATP1A4|AVPR2|DRD2|KCNA5|KCNH2|KCNMA1|SLC9A3|SLC12A7|SLC12A5|SLC4A5|TMPRSS3|ATP6V1C2,-2.2,20
GO Biological Processes,19,GO:1903708,positive regulation of hemopoiesis,19_GO:0002376 immune system process,-2.7,2.2,3.5,27994,207,1122,18,1.6,0.38,861|864|1960|2623|3071|3549|3594|3635|3707|5105|5590|7066|7704|54440|54997|133522|338382|440712,RUNX1|RUNX3|EGR3|GATA1|NCKAP1L|IHH|IL12RB1|INPP5D|ITPKB|PCK1|PRKCZ|THPO|ZBTB16|SASH3|TESC|PPARGC1B|RAB7B|RHEX,-2.2,20
GO Biological Processes,19,GO:0001975,response to amphetamine,19_GO:0050896 response to stimulus,-2.7,4.5,4.2,27994,33,1122,6,0.53,0.22,1269|1621|1813|5153|7054|84152,CNR2|DBH|DRD2|PDE1B|TH|PPP1R1B,-2.2,20
GO Biological Processes,19,GO:0070528,protein kinase C signaling,19_GO:0023052 signaling,-2.7,4.5,4.2,27994,33,1122,6,0.53,0.22,958|2324|5590|7481|9289|124925,CD40|FLT4|PRKCZ|WNT11|ADGRG1|SEZ6,-2.2,20
GO Biological Processes,19,GO:0021884,forebrain neuron development,19_GO:0032502 developmental process,-2.7,4.5,4.2,27994,33,1122,6,0.53,0.22,1813|2253|2637|6585|6900|26468,DRD2|FGF8|GBX2|SLIT1|CNTN2|LHX6,-2.2,20
GO Biological Processes,19,GO:0071621,granulocyte chemotaxis,19_GO:0040011 locomotion,-2.7,2.6,3.6,27994,127,1122,13,1.2,0.32,1907|3071|3577|3579|3929|5319|6361|6367|6369|6376|8291|10344|23604,EDN2|NCKAP1L|CXCR1|CXCR2|LBP|PLA2G1B|CCL17|CCL22|CCL24|CX3CL1|DYSF|CCL26|DAPK2,-2.2,20
GO Biological Processes,19,GO:0090287,regulation of cellular response to growth factor stimulus,19_GO:0050896 response to stimulus,-2.7,1.9,3.4,27994,311,1122,24,2.1,0.43,1003|2249|2626|2658|4435|4487|4488|4804|5046|6425|8646|8862|9719|11156|23090|28514|50515|54361|55959|63976|124857|164656|286204|494470,CDH5|FGF4|GATA4|GDF2|CITED1|MSX1|MSX2|NGFR|PCSK6|SFRP5|CHRD|APLN|ADAMTSL2|PTP4A3|ZNF423|DLL1|CHST11|WNT4|SULF2|PRDM16|WFIKKN2|TMPRSS6|CRB2|RNF165,-2.2,20
GO Biological Processes,19,GO:0016053,organic acid biosynthetic process,19_GO:0008152 metabolic process,-2.7,1.7,3.3,27994,477,1122,33,2.9,0.5,189|242|246|247|863|1463|1543|1544|1907|2053|2103|3101|3630|4656|5319|5354|5740|9104|9965|10394|10675|10858|23205|23225|51085|51422|59344|79152|84532|124975|137362|255189|283985,AGXT|ALOX12B|ALOX15|ALOX15B|CBFA2T3|NCAN|CYP1A1|CYP1A2|EDN2|EPHX2|ESRRB|HK3|INS|MYOG|PLA2G1B|PLP1|PTGIS|RGN|FGF19|PRG3|CSPG5|CYP46A1|ACSBG1|NUP210|MLXIPL|PRKAG2|ALOXE3|FA2H|ACSS1|GGT6|GOT1L1|PLA2G4F|FADS6,-2.2,20
GO Biological Processes,19,GO:0050878,regulation of body fluid levels,19_GO:0065007 biological regulation,-2.7,1.7,3.2,27994,516,1122,35,3.1,0.52,111|134|151|152|242|554|958|1813|2155|2161|2623|2626|2812|2815|3172|3848|3868|4762|4846|5024|6531|7056|8862|8997|9148|57126|57835|59344|79152|80274|140628|140947|375033|497189|646960,ADCY5|ADORA1|ADRA2B|ADRA2C|ALOX12B|AVPR2|CD40|DRD2|F7|F12|GATA1|GATA4|GP1BB|GP9|HNF4A|KRT1|KRT16|NEUROG1|NOS3|P2RX3|SLC6A3|THBD|APLN|KALRN|NEURL1|CD177|SLC4A5|ALOXE3|FA2H|SCUBE1|GATA5|DCANP1|PEAR1|TIFAB|PRSS56,-2.2,20
GO Biological Processes,19,GO:1900452,regulation of long-term synaptic depression,19_GO:0048519 negative regulation of biological process,-2.7,7.1,4.7,27994,14,1122,4,0.36,0.18,134|3745|4137|23237,ADORA1|KCNB1|MAPT|ARC,-2.2,20
GO Biological Processes,19,GO:0010248,establishment or maintenance of transmembrane electrochemical gradient,19_GO:0051179 localization,-2.7,7.1,4.7,27994,14,1122,4,0.36,0.18,477|478|480|486,ATP1A2|ATP1A3|ATP1A4|FXYD2,-2.2,20
GO Biological Processes,19,GO:0090128,regulation of synapse maturation,19_GO:0032502 developmental process,-2.7,7.1,4.7,27994,14,1122,4,0.36,0.18,816|4761|9148|22859,CAMK2B|NEUROD2|NEURL1|ADGRL1,-2.2,20
GO Biological Processes,19,GO:0060397,JAK-STAT cascade involved in growth hormone signaling pathway,19_GO:0023052 signaling,-2.7,7.1,4.7,27994,14,1122,4,0.36,0.18,1442|2688|2689|3718,CSH1|GH1|GH2|JAK3,-2.2,20
GO Biological Processes,19,GO:0035358,regulation of peroxisome proliferator activated receptor signaling pathway,19_GO:0023052 signaling,-2.7,7.1,4.7,27994,14,1122,4,0.36,0.18,246|247|3952|5740,ALOX15|ALOX15B|LEP|PTGIS,-2.2,20
GO Biological Processes,19,GO:0030007,cellular potassium ion homeostasis,19_GO:0065007 biological regulation,-2.7,7.1,4.7,27994,14,1122,4,0.36,0.18,477|478|480|3778,ATP1A2|ATP1A3|ATP1A4|KCNMA1,-2.2,20
GO Biological Processes,19,GO:0050872,white fat cell differentiation,19_GO:0032502 developmental process,-2.7,7.1,4.7,27994,14,1122,4,0.36,0.18,1050|63976|149685|338557,CEBPA|PRDM16|ADIG|FFAR4,-2.2,20
GO Biological Processes,19,GO:0070669,response to interleukin-2,19_GO:0050896 response to stimulus,-2.7,7.1,4.7,27994,14,1122,4,0.36,0.18,2185|3560|3718|4435,PTK2B|IL2RB|JAK3|CITED1,-2.2,20
Reactome Gene Sets,6,R-HSA-166786,Creation of C4 and C2 activators,,-2.7,7.1,4.7,27994,14,1122,4,0.36,0.18,712|713|714|2219,C1QA|C1QB|C1QC|FCN1,-2.2,20
GO Biological Processes,19,GO:1901386,negative regulation of voltage-gated calcium channel activity,19_GO:0048519 negative regulation of biological process,-2.7,7.1,4.7,27994,14,1122,4,0.36,0.18,1394|1813|8291|10681,CRHR1|DRD2|DYSF|GNB5,-2.2,20
GO Biological Processes,19,GO:0007512,adult heart development,19_GO:0032502 developmental process,-2.7,7.1,4.7,27994,14,1122,4,0.36,0.18,1482|4624|4625|80274,NKX2-5|MYH6|MYH7|SCUBE1,-2.2,20
GO Biological Processes,19,GO:0001756,somitogenesis,19_GO:0032502 developmental process,-2.7,3.2,3.8,27994,70,1122,9,0.8,0.27,3975|4222|6939|9968|28514|55897|85407|145873|286204,LHX1|MEOX1|TCF15|MED12|DLL1|MESP1|NKD1|MESP2|CRB2,-2.2,20
GO Biological Processes,19,GO:0001755,neural crest cell migration,19_GO:0040011 locomotion,-2.7,3.5,3.9,27994,57,1122,8,0.71,0.25,1947|2637|4902|5979|6899|10507|30812|54437,EFNB1|GBX2|NRTN|RET|TBX1|SEMA4D|SOX8|SEMA5B,-2.2,20
GO Biological Processes,19,GO:0086065,cell communication involved in cardiac conduction,19_GO:0023052 signaling,-2.7,3.5,3.9,27994,57,1122,8,0.71,0.25,477|478|776|3741|3784|6330|8913|10021,ATP1A2|ATP1A3|CACNA1D|KCNA5|KCNQ1|SCN4B|CACNA1G|HCN4,-2.2,20
GO Biological Processes,19,GO:0034284,response to monosaccharide,19_GO:0050896 response to stimulus,-2.7,2.2,3.4,27994,208,1122,18,1.6,0.38,111|2185|2626|2850|2901|3172|3745|3767|3952|5076|5105|5127|6518|7054|10804|26056|51085|389692,ADCY5|PTK2B|GATA4|GPR27|GRIK5|HNF4A|KCNB1|KCNJ11|LEP|PAX2|PCK1|CDK16|SLC2A5|TH|GJB6|RAB11FIP5|MLXIPL|MAFA,-2.2,20
Reactome Gene Sets,6,R-HSA-166663,Initial triggering of complement,,-2.7,5.4,4.3,27994,23,1122,5,0.45,0.2,712|713|714|721|2219,C1QA|C1QB|C1QC|C4B|FCN1,-2.2,20
GO Biological Processes,19,GO:0072215,regulation of metanephros development,19_GO:0032502 developmental process,-2.7,5.4,4.3,27994,23,1122,5,0.45,0.2,4435|5076|5979|7484|7849,CITED1|PAX2|RET|WNT9B|PAX8,-2.2,20
GO Biological Processes,19,GO:0070977,bone maturation,19_GO:0032502 developmental process,-2.7,5.4,4.3,27994,23,1122,5,0.45,0.2,2688|3952|10507|144347|162466,GH1|LEP|SEMA4D|RFLNA|PHOSPHO1,-2.2,20
Reactome Gene Sets,6,R-HSA-1482801,Acyl chain remodelling of PS,,-2.7,5.4,4.3,27994,23,1122,5,0.45,0.2,5319|64600|123745|255189|283748,PLA2G1B|PLA2G2F|PLA2G4E|PLA2G4F|PLA2G4D,-2.2,20
GO Biological Processes,19,GO:1903409,reactive oxygen species biosynthetic process,19_GO:0008152 metabolic process,-2.7,2.5,3.6,27994,128,1122,13,1.2,0.32,1543|1544|2185|3630|4843|4846|5740|9104|50506|53905|55765|90527|405753,CYP1A1|CYP1A2|PTK2B|INS|NOS2|NOS3|PTGIS|RGN|DUOX2|DUOX1|INAVA|DUOXA1|DUOXA2,-2.2,20
GO Biological Processes,19,GO:0050886,endocrine process,19_GO:0032501 multicellular organismal process,-2.7,3,3.7,27994,84,1122,10,0.89,0.28,553|554|1394|1907|3625|3952|4846|8862|26056|51083,AVPR1B|AVPR2|CRHR1|EDN2|INHBB|LEP|NOS3|APLN|RAB11FIP5|GAL,-2.2,20
GO Biological Processes,19,GO:0001676,long-chain fatty acid metabolic process,19_GO:0008152 metabolic process,-2.7,2.6,3.6,27994,113,1122,12,1.1,0.31,242|246|247|747|1543|1544|2053|2166|5354|5740|23205|59344,ALOX12B|ALOX15|ALOX15B|DAGLA|CYP1A1|CYP1A2|EPHX2|FAAH|PLP1|PTGIS|ACSBG1|ALOXE3,-2.2,20
