Category,CategoryID,GO,Description,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0006875,cellular metal ion homeostasis,-6.3,2.4,5.8,27994,586,741,38,5.1,0.81,187|478|480|491|496|540|552|775|776|793|846|887|1812|1813|2830|2898|2903|2911|3062|3356|3375|3778|4842|4923|5028|5144|5156|5314|5336|6262|6346|6357|7780|9633|25769|56923|64699|645745,APLNR|ATP1A3|ATP1A4|ATP2B2|ATP4B|ATP7B|AVPR1A|CACNA1C|CACNA1D|CALB1|CASR|CCKBR|DRD1|DRD2|GPR6|GRIK2|GRIN2A|GRM1|HCRTR2|HTR2A|IAPP|KCNMA1|NOS1|NTSR1|P2RY1|PDE4D|PDGFRA|PKHD1|PLCG2|RYR2|CCL1|CCL13|SLC30A2|TESMIN|SLC24A2|NMUR2|TMPRSS3|MT1HL1,-5.3,17
Reactome Gene Sets,6,R-HSA-1296071,Potassium Channels,-6.2,5.1,6.9,27994,103,741,14,1.9,0.5,3742|3745|3756|3761|3768|3778|3781|3782|3790|7881|9312|9568|54207|90134,KCNA6|KCNB1|KCNH1|KCNJ4|KCNJ12|KCNMA1|KCNN2|KCNN3|KCNS3|KCNAB1|KCNB2|GABBR2|KCNK10|KCNH7,-5.2,17
GO Biological Processes,19,GO:0001823,mesonephros development,-6.2,5.1,6.9,27994,103,741,14,1.9,0.5,655|793|2253|2668|2719|3975|5915|6492|6928|7475|7484|8642|9244|170690,BMP7|CALB1|FGF8|GDNF|GPC3|LHX1|RARB|SIM1|HNF1B|WNT6|WNT9B|DCHS1|CRLF1|ADAMTS16,-5.2,17
KEGG Pathway,24,hsa05412,Arrhythmogenic right ventricular cardiomyopathy,-6.2,6,7.2,27994,75,741,12,1.6,0.46,88|775|776|3676|3680|6262|8516|9254|10369|27091|29119|93589,ACTN2|CACNA1C|CACNA1D|ITGA4|ITGA9|RYR2|ITGA8|CACNA2D2|CACNG2|CACNG5|CTNNA3|CACNA2D4,-5.2,17
KEGG Pathway,24,hsa04514,Cell adhesion molecules,-6.2,4.2,6.6,27994,152,741,17,2.3,0.55,923|942|947|3122|3676|3680|4684|6402|8516|9369|9378|22854|23562|23705|26047|58494|84628,CD6|CD86|CD34|HLA-DRA|ITGA4|ITGA9|NCAM1|SELL|ITGA8|NRXN3|NRXN1|NTNG1|CLDN14|CADM1|CNTNAP2|JAM2|NTNG2,-5.2,17
GO Biological Processes,19,GO:1903530,regulation of secretion by cell,-6.2,2.3,5.7,27994,692,741,42,5.7,0.85,152|552|775|776|846|947|1080|1588|1812|1813|2641|2668|2693|2901|3356|3586|3745|3790|4843|4856|4923|5028|6850|6857|8911|8997|9254|9699|9734|11255|22999|23705|26253|51083|55512|55607|55801|57586|84062|93664|131177|143425,ADRA2C|AVPR1A|CACNA1C|CACNA1D|CASR|CD34|CFTR|CYP19A1|DRD1|DRD2|GCG|GDNF|GHSR|GRIK5|HTR2A|IL10|KCNB1|KCNS3|NOS2|CCN3|NTSR1|P2RY1|SYK|SYT1|CACNA1I|KALRN|CACNA2D2|RIMS2|HDAC9|HRH3|RIMS1|CADM1|CLEC4E|GAL|SMPD3|PPP1R9A|IL26|SYT13|DTNBP1|CADPS2|FAM3D|SYT9,-5.1,17
GO Biological Processes,19,GO:0007411,axon guidance,-6.2,3.2,6.1,27994,284,741,24,3.2,0.65,655|1600|1949|2253|2668|2736|3975|4684|5649|6586|6708|7473|8633|9369|9378|10507|57643|64096|89780|90249|91584|170302|347733|374946,BMP7|DAB1|EFNB3|FGF8|GDNF|GLI2|LHX1|NCAM1|RELN|SLIT3|SPTA1|WNT3|UNC5C|NRXN3|NRXN1|SEMA4D|ZSWIM5|GFRA4|WNT3A|UNC5A|PLXNA4|ARX|TUBB2B|DRAXIN,-5.1,17
GO Biological Processes,19,GO:0019932,second-messenger-mediated signaling,-6.2,2.7,5.9,27994,456,741,32,4.3,0.75,152|187|552|775|1812|1813|2494|2641|2770|2830|2903|2982|3084|3375|4842|4843|4846|5140|5144|5336|5341|5592|6262|6850|7253|9699|9722|50940|51083|51555|55607|56923,ADRA2C|APLNR|AVPR1A|CACNA1C|DRD1|DRD2|NR5A2|GCG|GNAI1|GPR6|GRIN2A|GUCY1A1|NRG1|IAPP|NOS1|NOS2|NOS3|PDE3B|PDE4D|PLCG2|PLEK|PRKG1|RYR2|SYK|TSHR|RIMS2|NOS1AP|PDE11A|GAL|PEX5L|PPP1R9A|NMUR2,-5.1,17
GO Biological Processes,19,GO:0097485,neuron projection guidance,-6.1,3.2,6.1,27994,285,741,24,3.2,0.65,655|1600|1949|2253|2668|2736|3975|4684|5649|6586|6708|7473|8633|9369|9378|10507|57643|64096|89780|90249|91584|170302|347733|374946,BMP7|DAB1|EFNB3|FGF8|GDNF|GLI2|LHX1|NCAM1|RELN|SLIT3|SPTA1|WNT3|UNC5C|NRXN3|NRXN1|SEMA4D|ZSWIM5|GFRA4|WNT3A|UNC5A|PLXNA4|ARX|TUBB2B|DRAXIN,-5.1,17
GO Biological Processes,19,GO:0048589,developmental growth,-6.1,2.3,5.7,27994,670,741,41,5.5,0.84,1588|1813|2253|2258|2620|2627|2693|2735|2736|3516|3676|3975|4856|5144|5915|6506|6586|6857|6928|7473|8291|9201|9254|9699|10507|22941|22999|23236|23242|23414|27302|55512|57282|57578|79977|85407|89780|91584|170302|340419|374946,CYP19A1|DRD2|FGF8|FGF13|GAS2|GATA6|GHSR|GLI1|GLI2|RBPJ|ITGA4|LHX1|CCN3|PDE4D|RARB|SLC1A2|SLIT3|SYT1|HNF1B|WNT3|DYSF|DCLK1|CACNA2D2|RIMS2|SEMA4D|SHANK2|RIMS1|PLCB1|COBL|ZFPM2|BMP10|SMPD3|SLC4A10|UNC79|GRHL2|NKD1|WNT3A|PLXNA4|ARX|RSPO2|DRAXIN,-5.1,17
GO Biological Processes,19,GO:0007409,axonogenesis,-6.1,2.6,5.8,27994,482,741,33,4.5,0.76,655|1600|1813|1949|2253|2258|2668|2736|3676|3975|4684|4915|5649|6586|6708|7473|8633|9201|9369|9378|10507|22854|23242|57643|64096|84570|84628|89780|90249|91584|170302|347733|374946,BMP7|DAB1|DRD2|EFNB3|FGF8|FGF13|GDNF|GLI2|ITGA4|LHX1|NCAM1|NTRK2|RELN|SLIT3|SPTA1|WNT3|UNC5C|DCLK1|NRXN3|NRXN1|SEMA4D|NTNG1|COBL|ZSWIM5|GFRA4|25A1|NTNG2|WNT3A|UNC5A|PLXNA4|ARX|TUBB2B|DRAXIN,-5.1,17
GO Biological Processes,19,GO:0070588,calcium ion transmembrane transport,-6.1,3.1,6,27994,308,741,25,3.4,0.66,187|491|774|775|776|1812|1813|2903|3356|4842|4923|5144|5336|6262|6769|8291|8911|9254|9722|10369|25769|27091|80036|89780|93589,APLNR|ATP2B2|CACNA1B|CACNA1C|CACNA1D|DRD1|DRD2|GRIN2A|HTR2A|NOS1|NTSR1|PDE4D|PLCG2|RYR2|STAC|DYSF|CACNA1I|CACNA2D2|NOS1AP|CACNG2|SLC24A2|CACNG5|TRPM3|WNT3A|CACNA2D4,-5.1,17
GO Biological Processes,19,GO:0098771,inorganic ion homeostasis,-6.1,2.2,5.6,27994,749,741,44,5.9,0.87,187|478|480|491|496|540|552|775|776|793|846|887|1080|1812|1813|2830|2898|2903|2911|3062|3356|3375|3778|4842|4923|5028|5144|5156|5172|5314|5336|6262|6346|6357|7274|7780|9633|25769|54734|56923|57282|64699|261729|645745,APLNR|ATP1A3|ATP1A4|ATP2B2|ATP4B|ATP7B|AVPR1A|CACNA1C|CACNA1D|CALB1|CASR|CCKBR|CFTR|DRD1|DRD2|GPR6|GRIK2|GRIN2A|GRM1|HCRTR2|HTR2A|IAPP|KCNMA1|NOS1|NTSR1|P2RY1|PDE4D|PDGFRA|SLC26A4|PKHD1|PLCG2|RYR2|CCL1|CCL13|TTPA|SLC30A2|TESMIN|SLC24A2|RAB39A|NMUR2|SLC4A10|TMPRSS3|STEAP2|MT1HL1,-5,17
GO Biological Processes,19,GO:0050954,sensory perception of mechanical stimulus,-6.1,3.9,6.4,27994,173,741,18,2.4,0.57,40|491|776|2070|2561|3356|4647|5172|7275|7399|25861|55084|63895|64699|84059|89797|140469|375612,ASIC2|ATP2B2|CACNA1D|EYA4|GABRB2|HTR2A|MYO7A|SLC26A4|TUB|USH2A|WHRN|SOBP|PIEZO2|TMPRSS3|ADGRV1|NAV2|MYO3B|LHFPL3,-5,17
GO Biological Processes,19,GO:0050807,regulation of synapse organization,-6,3.5,6.2,27994,229,741,21,2.8,0.61,40|1607|1813|2693|2895|3586|3587|4915|5649|5789|8997|9378|10507|26052|55607|57622|64084|84628|89780|158038|266727,ASIC2|DGKB|DRD2|GHSR|GRID2|IL10|IL10RA|NTRK2|RELN|PTPRD|KALRN|NRXN1|SEMA4D|DNM3|PPP1R9A|LRFN1|CLSTN2|NTNG2|WNT3A|LINGO2|MDGA1,-5,17
GO Biological Processes,19,GO:0051963,regulation of synapse assembly,-6,4.9,6.7,27994,107,741,14,1.9,0.5,40|2693|2895|4915|5789|9378|10507|55607|57622|64084|84628|89780|158038|266727,ASIC2|GHSR|GRID2|NTRK2|PTPRD|NRXN1|SEMA4D|PPP1R9A|LRFN1|CLSTN2|NTNG2|WNT3A|LINGO2|MDGA1,-5,17
GO Biological Processes,19,GO:0043266,regulation of potassium ion transport,-6,4.9,6.7,27994,107,741,14,1.9,0.5,88|776|1812|1813|3356|3781|4842|4846|7881|9722|30820|51083|65268|126755,ACTN2|CACNA1D|DRD1|DRD2|HTR2A|KCNN2|NOS1|NOS3|KCNAB1|NOS1AP|KCNIP1|GAL|WNK2|LRRC38,-5,17
GO Biological Processes,19,GO:0010959,regulation of metal ion transport,-6,2.8,5.8,27994,396,741,29,3.9,0.71,88|187|774|775|776|846|1812|1813|2257|2258|2641|3356|3781|4638|4842|4846|4923|5144|5336|6262|6769|7881|8291|9722|30820|51083|53826|65268|126755,ACTN2|APLNR|CACNA1B|CACNA1C|CACNA1D|CASR|DRD1|DRD2|FGF12|FGF13|GCG|HTR2A|KCNN2|MYLK|NOS1|NOS3|NTSR1|PDE4D|PLCG2|RYR2|STAC|KCNAB1|DYSF|NOS1AP|KCNIP1|GAL|FXYD6|WNK2|LRRC38,-5,17
GO Biological Processes,19,GO:0051046,regulation of secretion,-6,2.2,5.5,27994,753,741,44,5.9,0.87,152|552|775|776|846|947|1080|1588|1812|1813|2641|2668|2693|2901|3084|3356|3586|3745|3790|4843|4856|4923|5028|6850|6857|7032|8911|8997|9254|9699|9734|11255|22999|23705|26253|51083|55512|55607|55801|57586|84062|93664|131177|143425,ADRA2C|AVPR1A|CACNA1C|CACNA1D|CASR|CD34|CFTR|CYP19A1|DRD1|DRD2|GCG|GDNF|GHSR|GRIK5|NRG1|HTR2A|IL10|KCNB1|KCNS3|NOS2|CCN3|NTSR1|P2RY1|SYK|SYT1|TFF2|CACNA1I|KALRN|CACNA2D2|RIMS2|HDAC9|HRH3|RIMS1|CADM1|CLEC4E|GAL|SMPD3|PPP1R9A|IL26|SYT13|DTNBP1|CADPS2|FAM3D|SYT9,-5,17
Reactome Gene Sets,6,R-HSA-392154,Nitric oxide stimulates guanylate cyclase,-6,12,8.5,27994,22,741,7,0.94,0.36,2982|3778|4842|4843|4846|5592|50940,GUCY1A1|KCNMA1|NOS1|NOS2|NOS3|PRKG1|PDE11A,-5,17
GO Biological Processes,19,GO:0060292,long-term synaptic depression,-6,9.7,8,27994,31,741,8,1.1,0.38,1812|2895|3745|22941|22986|25769|55607|392862,DRD1|GRID2|KCNB1|SHANK2|SORCS3|SLC24A2|PPP1R9A|GRID2IP,-5,17
GO Biological Processes,19,GO:0006939,smooth muscle contraction,-5.9,4.9,6.6,27994,109,741,14,1.9,0.5,152|1812|1813|2668|2693|2982|3356|3778|4638|5144|5592|9312|56923|80852,ADRA2C|DRD1|DRD2|GDNF|GHSR|GUCY1A1|HTR2A|KCNMA1|MYLK|PDE4D|PRKG1|KCNB2|NMUR2|GRIP2,-4.9,17
GO Biological Processes,19,GO:0051705,multi-organism behavior,-5.9,6.3,7.1,27994,66,741,11,1.5,0.44,552|1602|1620|2894|8997|9369|9378|22941|26047|84623|139411,AVPR1A|DACH1|BRINP1|GRID1|KALRN|NRXN3|NRXN1|SHANK2|CNTNAP2|KIRREL3|PTCHD1,-4.9,17
Reactome Gene Sets,6,R-HSA-419037,NCAM1 interactions,-5.9,8.1,7.6,27994,42,741,9,1.2,0.4,775|776|1286|1463|2668|4684|8128|8911|64096,CACNA1C|CACNA1D|4A4|NCAN|GDNF|NCAM1|ST8SIA2|CACNA1I|GFRA4,-4.9,17
GO Biological Processes,19,GO:0015696,ammonium transport,-5.9,4.8,6.6,27994,110,741,14,1.9,0.5,1812|1813|2668|3356|4842|6570|6850|6857|11255|57586|84062|85413|143425|153328,DRD1|DRD2|GDNF|HTR2A|NOS1|SLC18A1|SYK|SYT1|HRH3|SYT13|DTNBP1|SLC22A16|SYT9|SLC25A48,-4.9,17
GO Biological Processes,19,GO:0006816,calcium ion transport,-5.9,2.7,5.7,27994,426,741,30,4,0.72,187|491|774|775|776|846|1812|1813|2641|2903|3356|4638|4842|4846|4923|5144|5336|6262|6769|8291|8911|9254|9722|10369|25769|27091|56923|80036|89780|93589,APLNR|ATP2B2|CACNA1B|CACNA1C|CACNA1D|CASR|DRD1|DRD2|GCG|GRIN2A|HTR2A|MYLK|NOS1|NOS3|NTSR1|PDE4D|PLCG2|RYR2|STAC|DYSF|CACNA1I|CACNA2D2|NOS1AP|CACNG2|SLC24A2|CACNG5|NMUR2|TRPM3|WNT3A|CACNA2D4,-4.9,17
KEGG Pathway,24,ko04261,Adrenergic signaling in cardiomyocytes,-5.8,4.2,6.3,27994,144,741,16,2.2,0.53,70|478|480|491|775|776|2770|5521|6262|7139|9254|10000|10369|23236|27091|93589,ACTC1|ATP1A3|ATP1A4|ATP2B2|CACNA1C|CACNA1D|GNAI1|PPP2R2B|RYR2|TNNT2|CACNA2D2|AKT3|CACNG2|PLCB1|CACNG5|CACNA2D4,-4.9,17
GO Biological Processes,19,GO:0021830,interneuron migration from the subpallium to the cortex,-5.8,21,9.9,27994,9,741,5,0.67,0.3,1812|1813|3084|26468|170302,DRD1|DRD2|NRG1|LHX6|ARX,-4.9,17
Reactome Gene Sets,6,R-HSA-6794361,Neurexins and neuroligins,-5.8,6.9,7.2,27994,55,741,10,1.3,0.42,1740|2903|2911|6857|8825|9369|9378|22941|57596|143425,DLG2|GRIN2A|GRM1|SYT1|LIN7A|NRXN3|NRXN1|SHANK2|BEGAIN|SYT9,-4.8,17
GO Biological Processes,19,GO:0046717,acid secretion,-5.8,4.4,6.4,27994,129,741,15,2,0.52,552|846|887|1813|4843|4915|4923|6506|6850|6857|7032|11255|22999|56923|85413,AVPR1A|CASR|CCKBR|DRD2|NOS2|NTRK2|NTSR1|SLC1A2|SYK|SYT1|TFF2|HRH3|RIMS1|NMUR2|SLC22A16,-4.8,17
GO Biological Processes,19,GO:0017158,regulation of calcium ion-dependent exocytosis,-5.7,4.7,6.5,27994,113,741,14,1.9,0.5,776|1812|1813|2901|3356|3745|5028|6857|8911|9699|22999|57586|84062|143425,CACNA1D|DRD1|DRD2|GRIK5|HTR2A|KCNB1|P2RY1|SYT1|CACNA1I|RIMS2|RIMS1|SYT13|DTNBP1|SYT9,-4.8,17
Reactome Gene Sets,6,R-HSA-109582,Hemostasis,-5.7,2.3,5.5,27994,621,741,38,5.1,0.81,88|152|491|962|1607|1794|1795|2627|2770|2982|3046|3048|3445|3676|3778|3937|4842|4843|4846|5028|5336|5341|5592|6402|6850|7450|9630|10125|10451|22915|23414|50940|51378|54210|54518|58494|120425|347733,ACTN2|ADRA2C|ATP2B2|CD48|DGKB|DOCK2|DOCK3|GATA6|GNAI1|GUCY1A1|HBE1|HBG2|IFNA8|ITGA4|KCNMA1|LCP2|NOS1|NOS2|NOS3|P2RY1|PLCG2|PLEK|PRKG1|SELL|SYK|VWF|GNA14|RASGRP1|VAV3|MMRN1|ZFPM2|PDE11A|ANGPT4|TREM1|APBB1IP|JAM2|JAML|TUBB2B,-4.8,17
KEGG Pathway,24,ko05410,Hypertrophic cardiomyopathy (HCM),-5.7,5.5,6.7,27994,83,741,12,1.6,0.46,70|775|776|3676|3680|6262|7139|8516|9254|10369|27091|93589,ACTC1|CACNA1C|CACNA1D|ITGA4|ITGA9|RYR2|TNNT2|ITGA8|CACNA2D2|CACNG2|CACNG5|CACNA2D4,-4.8,17
Reactome Gene Sets,6,R-HSA-5576892,Phase 0 - rapid depolarisation,-5.7,7.7,7.4,27994,44,741,9,1.2,0.4,775|776|2257|2258|6326|6334|9254|10369|93589,CACNA1C|CACNA1D|FGF12|FGF13|SCN2A|SCN8A|CACNA2D2|CACNG2|CACNA2D4,-4.8,17
GO Biological Processes,19,GO:0050803,regulation of synapse structure or activity,-5.7,3.3,5.9,27994,240,741,21,2.8,0.61,40|1607|1813|2693|2895|3586|3587|4915|5649|5789|8997|9378|10507|26052|55607|57622|64084|84628|89780|158038|266727,ASIC2|DGKB|DRD2|GHSR|GRID2|IL10|IL10RA|NTRK2|RELN|PTPRD|KALRN|NRXN1|SEMA4D|DNM3|PPP1R9A|LRFN1|CLSTN2|NTNG2|WNT3A|LINGO2|MDGA1,-4.8,17
GO Biological Processes,19,GO:0051588,regulation of neurotransmitter transport,-5.7,4.1,6.2,27994,147,741,16,2.2,0.53,776|1812|1813|2668|2901|3356|4842|4923|5028|6857|9699|11255|22999|55607|84062|143425,CACNA1D|DRD1|DRD2|GDNF|GRIK5|HTR2A|NOS1|NTSR1|P2RY1|SYT1|RIMS2|HRH3|RIMS1|PPP1R9A|DTNBP1|SYT9,-4.8,17
GO Biological Processes,19,GO:0098693,regulation of synaptic vesicle cycle,-5.7,4.6,6.4,27994,114,741,14,1.9,0.5,776|1812|1813|2901|3356|5028|6857|8927|9378|9699|22999|26052|84062|143425,CACNA1D|DRD1|DRD2|GRIK5|HTR2A|P2RY1|SYT1|BSN|NRXN1|RIMS2|RIMS1|DNM3|DTNBP1|SYT9,-4.7,17
KEGG Pathway,24,ko04724,Glutamatergic synapse,-5.7,4.6,6.4,27994,114,741,14,1.9,0.5,775|776|2770|2893|2898|2899|2901|2903|2911|2914|2918|6506|22941|23236,CACNA1C|CACNA1D|GNAI1|GRIA4|GRIK2|GRIK3|GRIK5|GRIN2A|GRM1|GRM4|GRM8|SLC1A2|SHANK2|PLCB1,-4.7,17
GO Biological Processes,19,GO:0006814,sodium ion transport,-5.7,3.3,5.9,27994,241,741,21,2.8,0.61,40|478|480|496|1813|2257|2258|4842|4846|6326|6334|6540|6561|8911|25769|26249|53826|57282|65268|146167|159963,ASIC2|ATP1A3|ATP1A4|ATP4B|DRD2|FGF12|FGF13|NOS1|NOS3|SCN2A|SCN8A|SLC6A13|SLC13A1|CACNA1I|SLC24A2|KLHL3|FXYD6|SLC4A10|WNK2|SLC38A8|SLC5A12,-4.7,17
GO Biological Processes,19,GO:0072511,divalent inorganic cation transport,-5.7,2.5,5.5,27994,481,741,32,4.3,0.75,187|491|540|774|775|776|846|1812|1813|2641|2903|3356|4638|4842|4846|4923|5144|5336|6262|6769|7780|8291|8911|9254|9722|10369|25769|27091|56923|80036|89780|93589,APLNR|ATP2B2|ATP7B|CACNA1B|CACNA1C|CACNA1D|CASR|DRD1|DRD2|GCG|GRIN2A|HTR2A|MYLK|NOS1|NOS3|NTSR1|PDE4D|PLCG2|RYR2|STAC|SLC30A2|DYSF|CACNA1I|CACNA2D2|NOS1AP|CACNG2|SLC24A2|CACNG5|NMUR2|TRPM3|WNT3A|CACNA2D4,-4.7,17
GO Biological Processes,19,GO:0099084,postsynaptic specialization organization,-5.6,8.9,7.6,27994,34,741,8,1.1,0.38,1740|2895|5649|5789|9378|22941|57622|84628,DLG2|GRID2|RELN|PTPRD|NRXN1|SHANK2|LRFN1|NTNG2,-4.7,17
GO Biological Processes,19,GO:0061564,axon development,-5.6,2.4,5.5,27994,530,741,34,4.6,0.77,655|1600|1813|1949|2253|2258|2668|2736|3676|3975|4684|4915|5649|6586|6708|7473|8633|9201|9369|9378|10507|22854|23242|57643|64096|79805|84570|84628|89780|90249|91584|170302|347733|374946,BMP7|DAB1|DRD2|EFNB3|FGF8|FGF13|GDNF|GLI2|ITGA4|LHX1|NCAM1|NTRK2|RELN|SLIT3|SPTA1|WNT3|UNC5C|DCLK1|NRXN3|NRXN1|SEMA4D|NTNG1|COBL|ZSWIM5|GFRA4|VASH2|25A1|NTNG2|WNT3A|UNC5A|PLXNA4|ARX|TUBB2B|DRAXIN,-4.7,17
KEGG Pathway,24,hsa04713,circadian entrainment,-5.6,4.9,6.5,27994,100,741,13,1.8,0.48,775|776|2770|2893|2903|2982|4842|5592|6262|8911|9722|23236|150350,CACNA1C|CACNA1D|GNAI1|GRIA4|GRIN2A|GUCY1A1|NOS1|PRKG1|RYR2|CACNA1I|NOS1AP|PLCB1|ENTHD1,-4.7,17
KEGG Pathway,24,hsa04724,Glutamatergic synapse,-5.6,4.5,6.3,27994,117,741,14,1.9,0.5,775|776|2770|2893|2898|2899|2901|2903|2911|2914|2918|6506|22941|23236,CACNA1C|CACNA1D|GNAI1|GRIA4|GRIK2|GRIK3|GRIK5|GRIN2A|GRM1|GRM4|GRM8|SLC1A2|SHANK2|PLCB1,-4.6,17
GO Biological Processes,19,GO:0055065,metal ion homeostasis,-5.5,2.2,5.3,27994,657,741,39,5.3,0.82,187|478|480|491|496|540|552|775|776|793|846|887|1812|1813|2830|2898|2903|2911|3062|3356|3375|3778|4842|4923|5028|5144|5156|5314|5336|6262|6346|6357|7780|9633|25769|56923|64699|261729|645745,APLNR|ATP1A3|ATP1A4|ATP2B2|ATP4B|ATP7B|AVPR1A|CACNA1C|CACNA1D|CALB1|CASR|CCKBR|DRD1|DRD2|GPR6|GRIK2|GRIN2A|GRM1|HCRTR2|HTR2A|IAPP|KCNMA1|NOS1|NTSR1|P2RY1|PDE4D|PDGFRA|PKHD1|PLCG2|RYR2|CCL1|CCL13|SLC30A2|TESMIN|SLC24A2|NMUR2|TMPRSS3|STEAP2|MT1HL1,-4.6,17
GO Biological Processes,19,GO:0007605,sensory perception of sound,-5.5,4,6.1,27994,152,741,16,2.2,0.53,40|491|776|2070|2561|4647|5172|7275|7399|25861|55084|64699|84059|89797|140469|375612,ASIC2|ATP2B2|CACNA1D|EYA4|GABRB2|MYO7A|SLC26A4|TUB|USH2A|WHRN|SOBP|TMPRSS3|ADGRV1|NAV2|MYO3B|LHFPL3,-4.6,17
KEGG Pathway,24,ko04921,Oxytocin signaling pathway,-5.5,4,6.1,27994,152,741,16,2.2,0.53,775|776|814|2770|2982|3761|3768|4638|4846|6262|9254|10369|23236|27091|57118|93589,CACNA1C|CACNA1D|CAMK4|GNAI1|GUCY1A1|KCNJ4|KCNJ12|MYLK|NOS3|RYR2|CACNA2D2|CACNG2|PLCB1|CACNG5|CAMK1D|CACNA2D4,-4.6,17
GO Biological Processes,19,GO:0030198,extracellular matrix organization,-5.5,2.7,5.5,27994,397,741,28,3.8,0.7,1286|1310|1404|1463|2620|3676|3680|3817|5156|7373|7450|8516|10893|11093|11096|22854|55512|56999|58494|60495|64386|81792|84628|89780|133584|170690|222663|255631,4A4|19A1|HAPLN1|NCAN|GAS2|ITGA4|ITGA9|KLK2|PDGFRA|14A1|VWF|ITGA8|MMP24|ADAMTS13|ADAMTS5|NTNG1|SMPD3|ADAMTS9|JAM2|HPSE2|MMP25|ADAMTS12|NTNG2|WNT3A|EGFLAM|ADAMTS16|SCUBE3|24A1,-4.6,17
KEGG Pathway,24,hsa05410,Hypertrophic cardiomyopathy,-5.5,5.2,6.5,27994,87,741,12,1.6,0.46,70|775|776|3676|3680|6262|7139|8516|9254|10369|27091|93589,ACTC1|CACNA1C|CACNA1D|ITGA4|ITGA9|RYR2|TNNT2|ITGA8|CACNA2D2|CACNG2|CACNG5|CACNA2D4,-4.6,17
GO Biological Processes,19,GO:0015850,organic hydroxy compound transport,-5.5,3.1,5.7,27994,268,741,22,3,0.62,152|1080|1588|1812|1813|2668|2693|3356|3745|4842|5028|6570|6579|6850|6857|11255|51083|57586|84062|143425|159963|339221,ADRA2C|CFTR|CYP19A1|DRD1|DRD2|GDNF|GHSR|HTR2A|KCNB1|NOS1|P2RY1|SLC18A1|SLCO1A2|SYK|SYT1|HRH3|GAL|SYT13|DTNBP1|SYT9|SLC5A12|ENPP7,-4.6,17
GO Biological Processes,19,GO:0060079,excitatory postsynaptic potential,-5.5,4.8,6.3,27994,103,741,13,1.8,0.48,1135|1813|2895|2898|2901|2903|5649|9378|9699|22941|22999|55607|56853,CHRNA2|DRD2|GRID2|GRIK2|GRIK5|GRIN2A|RELN|NRXN1|RIMS2|SHANK2|RIMS1|PPP1R9A|CELF4,-4.6,17
GO Biological Processes,19,GO:0072503,cellular divalent inorganic cation homeostasis,-5.4,2.5,5.4,27994,493,741,32,4.3,0.75,187|491|540|552|775|776|793|846|887|1812|1813|2830|2898|2903|2911|3062|3356|3375|4842|4923|5028|5144|5156|5314|5336|6262|6346|6357|7780|25769|56923|645745,APLNR|ATP2B2|ATP7B|AVPR1A|CACNA1C|CACNA1D|CALB1|CASR|CCKBR|DRD1|DRD2|GPR6|GRIK2|GRIN2A|GRM1|HCRTR2|HTR2A|IAPP|NOS1|NTSR1|P2RY1|PDE4D|PDGFRA|PKHD1|PLCG2|RYR2|CCL1|CCL13|SLC30A2|SLC24A2|NMUR2|MT1HL1,-4.5,17
GO Biological Processes,19,GO:0048167,regulation of synaptic plasticity,-5.4,3.6,5.9,27994,191,741,18,2.4,0.57,793|1812|1813|2895|2898|2903|3745|4915|5649|7425|9699|22941|22986|22999|25769|55607|57282|392862,CALB1|DRD1|DRD2|GRID2|GRIK2|GRIN2A|KCNB1|NTRK2|RELN|VGF|RIMS2|SHANK2|SORCS3|RIMS1|SLC24A2|PPP1R9A|SLC4A10|GRID2IP,-4.5,17
GO Biological Processes,19,GO:0035235,ionotropic glutamate receptor signaling pathway,-5.4,10,7.7,27994,26,741,7,0.94,0.36,2893|2894|2895|2898|2899|2901|2903,GRIA4|GRID1|GRID2|GRIK2|GRIK3|GRIK5|GRIN2A,-4.5,17
GO Biological Processes,19,GO:0021536,diencephalon development,-5.4,5.6,6.6,27994,74,741,11,1.5,0.44,1813|2253|2735|2736|3516|5626|6658|8854|26047|139411|170302,DRD2|FGF8|GLI1|GLI2|RBPJ|PROP1|SOX3|ALDH1A2|CNTNAP2|PTCHD1|ARX,-4.5,17
GO Biological Processes,19,GO:0099173,postsynapse organization,-5.4,3.7,5.9,27994,173,741,17,2.3,0.55,1501|1607|1740|2668|2693|2895|5649|5789|8997|9378|9722|22891|22941|26052|55607|57622|84628,CTNND2|DGKB|DLG2|GDNF|GHSR|GRID2|RELN|PTPRD|KALRN|NRXN1|NOS1AP|ZNF365|SHANK2|DNM3|PPP1R9A|LRFN1|NTNG2,-4.5,17
GO Biological Processes,19,GO:0006937,regulation of muscle contraction,-5.4,3.7,5.9,27994,173,741,17,2.3,0.55,152|775|2258|2693|2982|3778|4842|5144|5592|6262|7139|9312|9722|27302|29119|51086|56923,ADRA2C|CACNA1C|FGF13|GHSR|GUCY1A1|KCNMA1|NOS1|PDE4D|PRKG1|RYR2|TNNT2|KCNB2|NOS1AP|BMP10|CTNNA3|TNNI3K|NMUR2,-4.5,17
